airline_name,icao,model_code,model_name,registration,lat,lng,alt
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3708,36.195667,-97.66378,9075
United States - US Air Force (USAF),RCH,B350,Beech MC-12W Liberty,09-0546,32.549561,-94.972908,2750
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135T Stratotanker,58-0054,40.817513,-85.64267,26975
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,02-3649,33.632813,-88.457207,1100
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,91-0101,31.063065,-84.720963,16725
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-6205,29.509371,-98.276314,525
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,00-3570,33.645721,-88.50547,1100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,03-3676,29.231049,-98.312691,4625
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,94-0121,30.522766,-89.722649,7225
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,18-46051,48.475822,-71.390175,23000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,96-3019,29.14563,-98.385155,2250
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3862,36.412445,-97.619766,10675
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,01-3598,34.005569,-97.912117,10100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,00-3594,29.733765,-97.881737,2975
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,95-3006,36.084549,-97.76722,17500
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,92-0355,31.646301,-84.990555,10725
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,94-0129,31.075575,-86.554688,1800
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3738,36.315586,-97.654549,3300
United States - Air Force,RCH,T38,Northrop T-38A Talon,68-8179,38.69783,-93.555931,900
United States - US Air Force (USAF),RCH,DHC6,De Havilland Canada UV-18B Twin Otter,77-0465,38.758743,-104.398682,10925
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3884,29.732914,-98.0672,2600
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3788,33.554672,-88.58876,1650
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8399,32.596203,-97.618011,2725
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,70-1577,29.574051,-98.195328,2300
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,02-3637,29.408157,-98.621307,2750
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,96-3020,33.244862,-88.242577,9800
United States - Air Force,RCH,T38,Northrop T-38A Talon,65-10418,38.698921,-93.555786,900
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-6207,29.809937,-98.150215,3650
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,63-8034,34.563404,-119.95948,25000
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,64-13219,31.355484,-94.081474,32950
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,03-3686,29.138628,-100.417137,1725
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,70-1565,36.224529,-97.923477,2575
United States - Air Force,RCH,T38,Northrop T-38A Talon,64-13206,32.438892,-93.694046,27100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3722,36.378708,-97.607178,5225
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3749,33.970333,-89.012436,11775
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3712,28.881474,-100.120293,7900
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10431,36.196461,-98.092369,2600
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,08-3908,34.528957,-99.048447,11350
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8364,33.959995,-98.479042,1075
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,59-1498,40.532639,-71.645088,24000
United States - US Air Force (USAF),RCH,C130,Lockheed C-130H Hercules,74-1674,-56.044922,-67.790718,21100
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,62-3516,32.211189,-113.154716,20850
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3875,36.303623,-97.791061,2050
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3865,34.480911,-98.0569,10875
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3784,33.220139,-87.987358,10300
United States - Air Force,RCH,T38,Northrop T-38A Talon,62-3722,32.150253,-79.19313,9800
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10364,34.030609,-99.49073,1650
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-4389,29.38028,-98.008766,2550
United States - US Air Force (USAF),RCH,T38,Northrop T-38A Talon,68-8189,29.239014,-98.304657,5800
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,67-14921,29.896824,-99.493752,2425
United States - Air Force,RCH,T38,Northrop T-38A Talon,63-8218,32.125122,-80.881126,6200
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8391,33.836929,-98.450111,3025
United States - Air Force,RCH,T38,Northrop T-38A Talon,62-3715,32.10791,-80.461014,9700
United States - Air Force,RCH,T38,Northrop T-38A Talon,68-8185,32.255253,-79.461647,22000
United States - Air Force,RCH,T38,Northrop T-38A Talon,63-8215,32.376801,-79.563942,13300
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,20-46073,35.308437,-120.814156,27000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3840,33.570786,-88.539993,1075
United States - US Air Force (USAF),RCH,B52,Boeing B-52H Stratofortress,61-0002,32.20063,-93.225586,22000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3744,36.349522,-97.875908,2100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,00-3593,33.540527,-88.513931,1025
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3901,36.755585,-97.494049,15675
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,07-7171,53.030613,2.47283,30000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,02-3656,33.925503,-88.839966,9575
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3763,36.988312,-97.975655,16425
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,64-13199,35.96505,-99.196434,18100
United States - Air Force,RCH,T38,Northrop T-38A Talon,63-8131,37.156357,-76.441177,900
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,61-0845,34.480042,-98.859238,7225
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10457,34.287724,-98.234367,5225
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3765,36.776184,-98.085136,10150
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,61-0880,33.892265,-87.871918,7775
United States - Air Force,RCH,D328,Dornier C-146A Wolfhound,95-3058,4.817551,-73.526794,17000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3883,34.221588,-97.953987,10950
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3762,36.695686,-97.666763,8450
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,01-3603,29.589907,-100.257248,11975
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8377,33.997379,-99.463287,1625
United States - Air Force,RCH,T38,Northrop T-38A Talon,63-8229,32.190033,-79.264168,10500
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin C-130J-30 Super Hercules,06-3171,35.292343,-115.172943,21925
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,08-3910,34.641895,-97.885727,19050
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,61-0308,35.805237,-121.469223,27725
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3904,29.082672,-98.1399,18225
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,03-3701,33.629894,-89.154625,9425
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,70-1551,34.124886,-88.447327,12175
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,61-0876,33.878113,-87.664833,10425
United States - Air Force,RCH,T38,Northrop T-38A Talon,63-8154,37.206802,-76.38385,3700
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8362,33.607773,-99.171791,12900
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin C-130J Hercules,08-8602,49.735542,9.940258,6975
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin C-130J-30 Super Hercules,11-5740,49.740906,9.936389,7000
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin C-130J Hercules,07-8614,49.74477,9.84646,7050
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8380,33.875244,-99.597343,19625
United States - US Air Force (USAF),RCH,B762,Boeing KC-46A Pegasus,16-46020,41.599731,-70.537971,27400
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-4330,35.993725,-99.208939,17950
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,96-3011,29.502853,-98.271576,1475
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,69-7077,33.438145,-99.270164,19475
United States - Air Force,RCH,D328,Dornier C-146A Wolfhound,12-3047,30.866228,-87.475945,24000
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,92-0338,29.102949,-99.269104,26000
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,63-8873,43.365009,-72.599709,26000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,07-3896,36.969135,-97.931236,10100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3778,33.678032,-88.774567,11275
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,68-8147,34.250809,-98.258629,4725
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3836,34.068836,-98.207817,11275
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,97-0044,37.253067,-84.094879,29000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3733,36.736496,-98.114151,2075
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,04-4130,40.66431,-75.438248,20000
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,61-0266,37.371437,-95.975311,27800
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10459,33.925873,-99.296204,12250
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,98-3032,28.21257,-99.819031,4675
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3821,29.116928,-100.464798,1700
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3790,36.680008,-98.07312,2100
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,92-0336,29.155243,-99.332542,25000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,06-3827,28.906147,-100.491837,17200
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,03-3689,34.66275,-97.995071,11625
United States - Air Force,RCH,T38,Northrop T-38A Talon,68-8204,36.933426,-78.382423,4100
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3792,36.00412,-97.083435,2375
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,00-0178,40.814804,-82.483521,31350
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10425,34.14658,-88.314056,12975
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,62-3534,36.517498,-99.582115,26000
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-4349,33.762196,-99.191093,22000
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,93-0639,29.271122,-97.1166,12675
United States - Air Force,RCH,DHC6,De Havilland Canada UV-18A Twin Otter,82-23835,38.945297,-104.830826,11275
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,05-3768,29.473759,-98.273514,1550
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-8398,33.738739,-88.096336,15825
United States - US Air Force (USAF),RCH,C130,Lockheed 	C-130H Hercules,96-7323,34.426212,-117.901787,18200
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,19-46062,35.868546,-77.133377,26750
United States - Air Force,RCH,D328,Dornier C-146A Wolfhound,97-3093,31.596094,-86.655411,10750
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,65-10382,35.384914,-118.30645,10050
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,15-46066,35.920929,-77.133957,27025
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-4347,33.381271,-99.743057,21325
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,08-3927,36.25642,-97.902908,2050
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,15-46067,36.894264,-95.885704,24500
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,62-3632,34.956345,-98.328087,13450
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,98-0054,38.666939,-77.967712,13975
United States - US Air Force (USAF),RCH,C17,Boeing C-17A Globemaster III,08-8196,24.579163,-81.688606,0
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin HC-130J Super Hercules,09-0108,32.121368,-110.824135,4800
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,64-13298,33.924057,-88.415741,16300
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135T Stratotanker,58-0103,26.521374,51.293499,28000
United States - US Air Force (USAF),RCH,C130,Lockheed C-130H Hercules,92-0547,34.355053,-117.575729,8200
United States - Air Force,RCH,D328,Dornier C-146A Wolfhound,12-3085,30.732971,-86.197975,1125
United States - US Air Force (USAF),RCH,B762,Boeing KC-46A Pegasus,16-46023,36.836369,-95.825272,25000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3756,36.303017,-97.791466,1925
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,59-1476,27.980137,44.310951,28000
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,96-3018,36.109726,-97.786499,4800
United States - US Air Force (USAF),RCH,Q4,Northrop Grumman RQ-4B Global Hawk,11-2046,36.875599,14.959542,23175
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,02-3658,29.429626,-100.931129,5250
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin EC-130J Commando Solo III,96-8153,36.40374,-76.760216,23900
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,04-3723,36.336639,-97.893105,2075
United States - US Air Force (USAF),RCH,BE40,Beech T-1A Jayhawk,93-0634,29.745489,-100.573425,13650
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,69-7074,33.940166,-88.420197,15875
United States - US Air Force (USAF),RCH,TEX2,Beech T-6A Texan II,00-3587,33.680695,-88.494255,1100
United States - US Air Force (USAF),RCH,K35R,Boeing KC-135R Stratotanker,63-8006,34.429905,-99.652603,18400
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin HC-130J Super Hercules,12-5769,32.167969,-110.877457,0
United States - Air Force,RCH,B762,Boeing KC-46A Pegasus,16-46059,34.443718,-99.491066,13425
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,61-0835,35.01664,-98.317337,16025
United States - US Air Force (USAF),RCH,T38,Northrop T-38C Talon,66-4340,34.017975,-98.631165,4750
United States - US Air Force (USAF),RCH,C30J,Lockheed Martin C-130J-30 Super Hercules,11-5745,34.893559,-92.973694,24025
United States - NASA,IGY,EC35,Airbus Helicopters H135,N435NA,28.75662,-80.761902,225
United States - NASA,IGY,T38,Northrop T-38A Talon,N923NA,29.389963,-95.074821,3675
United States - NASA,IGY,T38,Northrop T-38A Talon,N967NA,29.597017,-95.167236,0
United States - US Department of the Interior,DOI,K100,Quest Kodiak 100,N700FW,42.907471,-114.894379,5075
United States - US Customs and Border Protection,RPN,B350,Beech King Air 350CER,N517K,16.979881,-67.260506,11900
United States - US Customs and Border Protection,RPN,B350,Beech King Air 350C,N541G,32.547729,-117.038124,10350
United States - US Customs and Border Protection,RPN,B350,Beech King Air 350,N187V,29.323162,-90.764465,7200
United States - US Customs and Border Protection,RPN,AS50,Airbus Helicopters H125,N370SR,32.71854,-111.365326,2425
United States - US Customs and Border Protection,RPN,P3,Lockheed P-3B Orion,N431SK,27.686338,-97.285362,0
University of Central Missouri,UCM,C172,Cessna 172R Skyhawk,N464CM,38.777435,-93.804016,750
The University of Oklahoma,OUA,P28A,Piper PA-28-161,N4990U,35.052902,-97.392426,2375
The University of Oklahoma,OUA,P28A,Piper PA-28-161,N4810U,35.213974,-97.472382,1500
The University of Oklahoma,OUA,P28A,Piper PA-28-161,N4870U,35.238281,-97.49485,2300
UPS,UPS,B748,Boeing 747-8F,N620UP,45.556767,22.788116,36000
UPS,UPS,B744,Boeing 747-4R7F,N583UP,22.457336,117.70752,40000
UPS,UPS,B748,Boeing 747-8F,N607UP,22.382362,112.980141,10175
UPS,UPS,B744,Boeing 747-45E(BCF),N579UP,23.880157,109.055885,35075
UPS,UPS,B748,Boeing 747-8F,N631UP,38.956871,89.668152,37100
UPS,UPS,B744,Boeing 747-44AF,N572UP,14.052056,134.953705,38000
UPS,UPS,B744,Boeing 747-44AF,N577UP,36.299572,24.578053,36000
UPS,UPS,B748,Boeing 747-8F,N627UP,45.147217,20.494211,34000
UPS,UPS,B744,Boeing 747-44AF,N576UP,25.605536,-141.980164,38000
UPS,UPS,B748,Boeing 747-8F,N610UP,53.144669,0.472177,35000
UPS,UPS,B748,Boeing 747-8F,N621UP,38.160152,-85.733521,0
UPS,UPS,B744,Boeing 747-428F,N580UP,41.737778,166.293289,40000
UPS,UPS,B748,Boeing 747-8F,N629UP,51.809895,-9.587936,35000
UPS,UPS,B748,Boeing 747-8F,N630UP,60.979008,-146.659332,35850
UPS,UPS,B748,Boeing 747-8F,N626UP,59.555164,-142.359406,34000
UPS,UPS,B748,Boeing 747-8F,N616UP,55.025024,-17.09919,35000
UPS,UPS,B748,Boeing 747-8F,N623UP,21.566803,-151.42601,40000
UPS,UPS,B748,Boeing 747-8F,N613UP,22.267822,91.895638,37000
UPS,UPS,B748,Boeing 747-8F,N609UP,37.702705,144.054764,29000
UPS,UPS,B763,Boeing 767-34AF(ER),N312UP,38.500797,-90.117126,35000
UPS,UPS,B748,Boeing 747-8F,N618UP,35.841873,141.795685,31000
UPS,UPS,B763,Boeing 767-34AF(ER),N314UP,38.429478,-87.853516,24625
UPS,UPS,B763,Boeing 767-34AF(ER),N326UP,30.574402,120.094246,34100
UPS,UPS,B748,Boeing 747-8F,N622UP,33.194633,135.154205,31000
UPS,UPS,B744,Boeing 747-4R7F,N582UP,35.628799,139.68161,33000
UPS,UPS,B748,Boeing 747-8F,N605UP,37.637329,143.920609,31000
UPS,UPS,B763,Boeing 767-34AF(ER),N354UP,38.33884,-87.628685,22225
UPS,UPS,B763,Boeing 767-34AF(ER),N349UP,29.411051,119.12352,30125
UPS,UPS,B748,Boeing 747-8F,N615UP,44.001961,164.001846,31000
UPS,UPS,B763,Boeing 767-34AF(ER),N356UP,53.206192,-55.902596,37000
UPS,UPS,MD11,McDonnell Douglas MD-11F,N284UP,34.858036,-91.757751,38025
UPS,UPS,B763,Boeing 767-300F(ER),N375UP,43.549152,-116.187485,39025
UPS,UPS,B752,Boeing 757-24APF,N464UP,10.187446,-84.612343,12600
UPS,UPS,B763,Boeing 767-34AF(ER),N361UP,28.919399,118.45079,36100
UPS,UPS,B748,Boeing 747-8F,N632UP,29.108276,41.051208,30000
UPS,UPS,B752,Boeing 757-24APF,N467UP,34.049606,-117.578232,0
UPS,UPS,B763,Boeing 767-34AF(ER),N335UP,38.174744,-85.740311,0
UPS,UPS,B744,Boeing 747-44AF,N574UP,37.94046,144.003769,35000
UPS,UPS,MD11,McDonnell Douglas MD-11F,N294UP,38.329948,-85.79612,2925
UPS,UPS,B763,Boeing 767-34AF(ER),N324UP,14.525462,112.000221,35000
UPS,UPS,B752,Boeing 757-24APF,N472UP,43.512909,-96.870735,39025
UPS,UPS,B763,Boeing 767-300F(ER),N377UP,36.979248,-99.963722,37000
UPS,UPS,B752,Boeing 757-24APF,N452UP,18.278736,-88.464958,35950
UPS,UPS,B763,Boeing 767-34AF(ER),N328UP,32.504356,-96.87851,5750
UPS,UPS,B763,Boeing 767-34AF(ER),N342UP,49.04567,-62.170856,37000
UPS,UPS,B752,Boeing 757-24APF,N448UP,39.017387,-96.954956,37000
UPS,UPS,B763,Boeing 767-34AF(ER),N366UP,19.440401,-66.616203,17525
UPS,UPS,B763,Boeing 767-300F(ER),N371UP,42.331879,-88.089066,17025
UPS,UPS,MD11,McDonnell Douglas MD-11F,N260UP,37.943985,-96.476265,36975
UPS,UPS,B763,Boeing 767-34AF(ER),N303UP,18.563078,-69.888031,9875
UPS,UPS,MD11,McDonnell Douglas MD-11F,N251UP,38.174,-85.739914,0
UPS,UPS,MD11,McDonnell Douglas MD-11F,N272UP,39.902576,-109.237122,37025
UPS,UPS,B763,Boeing 767-34AF(ER),N353UP,34.663376,-105.11573,37025
UPS,UPS,B763,Boeing 767-300F(ER),N376UP,39.990189,-108.554993,39025
UPS,UPS,B763,Boeing 767-34AF(ER),N320UP,37.363174,-102.651871,37025
UPS,UPS,B763,Boeing 767-34AF(ER),N313UP,47.500694,-65.150406,29025
UPS,UPS,B763,Boeing 767-34AF(ER),N309UP,38.600788,-108.304382,39025
UPS,UPS,MD11,McDonnell Douglas MD-11F,N252UP,46.566055,-106.391068,39000
UPS,UPS,B763,Boeing 767-34AF(ER),N360UP,45.738411,-107.978371,37000
UPS,UPS,MD11,McDonnell Douglas MD-11F,N289UP,38.00679,-87.166466,20475
UPS,UPS,B763,Boeing 767-300F(ER),N373UP,35.337105,-108.028976,37000
UPS,UPS,B763,Boeing 767-34AF(ER),N334UP,-16.785645,-53.87228,36025
UPS,UPS,A306,Airbus A300F4-622R,N171UP,32.846191,-90.322174,27975
UPS,UPS,A306,Airbus A300F4-622R,N150UP,38.228119,-85.762375,1375
UPS,UPS,B748,Boeing 747-8F,N628UP,36.568504,-90.882004,35000
UPS,UPS,B763,Boeing 767-34AF(ER),N327UP,38.618958,-85.08696,11950
UPS,UPS,B763,Boeing 767-300F,N383UP,45.874485,-110.274994,37025
UPS,UPS,B763,Boeing 767-34AF(ER),N317UP,37.903809,-112.78463,37025
UPS,UPS,A306,Airbus A300F4-622R,N134UP,32.463272,-108.831337,31000
UPS,UPS,A306,Airbus A300F4-622R,N162UP,41.888264,-111.004074,31000
UPS,UPS,B763,Boeing 767-34AF(ER),N302UP,37.470455,143.327988,33025
UPS,UPS,A306,Airbus A300F4-622R,N159UP,31.816269,-106.370811,0
UPS,UPS,B763,Boeing 767-34AF(ER),N337UP,32.801331,-111.149338,37025
UPS,UPS,B763,Boeing 767-34AF(ER),N336UP,40.807831,-120.35479,37025
UPS,UPS,MD11,McDonnell Douglas MD-11F,N292UP,35.101593,-110.992798,36950
UPS,UPS,A306,Airbus A300F4-622R,N142UP,38.458649,-81.225983,32000
UPS,UPS,B763,Boeing 767-34AF(ER),N359UP,40.174255,-80.757256,34025
UPS,UPS,B763,Boeing 767-34AF(ER),N330UP,17.066849,105.589554,37025
UPS,UPS,MD11,McDonnell Douglas MD-11F,N293UP,20.770351,-68.204521,38050
UPS,UPS,A306,Airbus A300F4-622R,N129UP,36.044815,-112.593269,33000
UPS,UPS,B763,Boeing 767-34AF(ER),N323UP,21.297089,-80.90332,35025
UPS,UPS,B763,Boeing 767-34AF(ER),N301UP,27.642746,-85.514,34025
UPS,UPS,A306,Airbus A300F4-622R,N173UP,32.155334,-82.219978,31000
UPS,UPS,B763,Boeing 767-34AF(ER),N331UP,34.679974,-112.726135,35025
UPS,UPS,B763,Boeing 767-34AF(ER),N307UP,25.372505,-79.194946,25200
UPS,UPS,B763,Boeing 767-34AF(ER),N329UP,33.497173,-104.031448,37000
UPS,UPS,B763,Boeing 767-34AF(ER),N316UP,22.361893,-98.691681,33000
UPS,UPS,B752,Boeing 757-24APF,N401UP,24.042847,-99.880524,34000
UPS,UPS,B748,Boeing 747-8F,N612UP,39.871525,-75.129211,1950
UPS,UPS,A306,Airbus A300F4-622R,N168UP,39.939194,-76.97168,32000
UPS,UPS,MD11,McDonnell Douglas MD-11F,N263UP,33.109627,-95.67836,32550
UPS,UPS,B763,Boeing 767-300F(ER),N374UP,21.323536,-157.911438,0
Ural Airlines,SVR,A320,Airbus A320-214,RA-73803,43.008682,57.192909,37000
Ural Airlines,SVR,A321,Airbus A321-231,RA-73842,50.386726,43.886555,35025
Ural Airlines,SVR,A321,Airbus A321-211,RA-73793,47.671371,57.429588,34000
Ural Airlines,SVR,A21N,Airbus A321-251NX,RA-73800,53.220726,50.329704,32975
Ural Airlines,SVR,A320,Airbus A320-232,RA-73817,42.887924,58.243187,36025
Ural Airlines,SVR,A320,Airbus A320-214,RA-73829,55.661377,40.706135,25900
Ural Airlines,SVR,A20N,Airbus A320-251N,RA-73822,58.709152,81.372185,35000
Ural Airlines,SVR,A321,Airbus A321-211,RA-73796,53.16367,46.833599,33000
Ural Airlines,SVR,A321,Airbus A321-231,RA-73846,57.378433,47.444374,37000
Ural Airlines,SVR,A320,Airbus A320-232,RA-73819,59.690056,30.794022,17700
Ural Airlines,SVR,A320,Airbus A320-214,RA-73826,56.120586,45.73806,32975
Ural Airlines,SVR,A320,Airbus A320-214,RA-73809,53.810989,86.902016,36000
Ural Airlines,SVR,A20N,Airbus A320-251N,RA-73821,58.041779,66.745041,35000
Urumqi Air,CUH,B738,Boeing 737-86W,B-1322,43.9063,87.471588,0
Urumqi Air,CUH,B738,Boeing 737-86W,B-1325,28.207077,105.481903,33100
Urumqi Air,CUH,B738,Boeing 737-84P,B-1569,42.156189,91.86824,30100
Urumqi Air,CUH,B738,Boeing 737-84P,B-2159,40.204048,95.1343,27600
Urumqi Air (U-FLY Alliance Livery),CUH,B738,Boeing 737-8EH,B-1568,25.130911,107.999977,29100
Urumqi Air,CUH,B738,Boeing 737-84P,B-205U,42.446377,91.568489,30100
Urumqi Air,CUH,B738,Boeing 737-84P,B-205T,36.925049,103.308258,30100
Urumqi Air,CUH,B738,Boeing 737-84P,B-206P,31.608261,117.049904,31100
Urumqi Air,CUH,B738,Boeing 737-84P,B-7198,41.716091,81.13147,27600
Urumqi Air (Kanas Lake Livery),CUH,B738,Boeing 737-8LP,B-6268,25.95076,107.422661,26600
Urumqi Air,CUH,B738,Boeing 737-84P,B-2157,26.718378,107.027016,26600
Urumqi Air,CUH,B738,Boeing 737-84P,B-1570,38.34819,99.713379,34100
US-Bangla Airlines,UBG,B738,Boeing 737-8GJ,S2-AJE,23.360191,60.835571,36000
US-Bangla Airlines,UBG,B738,Boeing 737-8AL,S2-AJG,23.174728,80.897163,36000
US-Bangla Airlines,UBG,AT76,ATR 72-600,S2-AKH,23.845985,90.401596,0
US-Bangla Airlines,UBG,AT76,ATR 72-600,S2-AKO,22.644974,91.471718,13300
UTair,UTA,B762,Boeing 767-224(ER),RA-73081,53.344364,43.03067,36000
